epoch,accuracy,learning_rate,loss,precision,recall,top3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top3_accuracy
14,0.9373781681060791,9.999999747378752e-05,0.18327373266220093,0.9496591687202454,0.9274628162384033,0.9931432008743286,0.9768950343132019,0.07320604473352432,0.980329155921936,0.9727976322174072,0.998235821723938
15,0.9386869668960571,9.999999747378752e-05,0.18392524123191833,0.9512525200843811,0.9291272759437561,0.9921900629997253,0.975984513759613,0.07320336997509003,0.9803628921508789,0.9716594815254211,0.9984634518623352
16,0.9392133355140686,9.999999747378752e-05,0.17917059361934662,0.9512869119644165,0.9300945997238159,0.9927164316177368,0.9768381714820862,0.07120489329099655,0.9804506301879883,0.9732528924942017,0.9986910820007324
17,0.941148042678833,9.999999747378752e-05,0.17359603941440582,0.9527128338813782,0.9314887523651123,0.9938971400260925,0.9785454273223877,0.06660439819097519,0.9820650815963745,0.9753585457801819,0.9985203742980957
18,0.9411053657531738,9.999999747378752e-05,0.17291852831840515,0.9521995782852173,0.9317589998245239,0.9934561252593994,0.9791144728660583,0.06434761732816696,0.9821929335594177,0.9762121438980103,0.9986342191696167
19,0.9422433972358704,9.999999747378752e-05,0.1695570945739746,0.9526359438896179,0.9339070916175842,0.993840217590332,0.9797974228858948,0.06400623172521591,0.9826037287712097,0.9771795868873596,0.9986910820007324
20,0.9427981972694397,9.999999747378752e-05,0.17153286933898926,0.9530676603317261,0.9345472455024719,0.9934703707695007,0.9801388382911682,0.062054045498371124,0.9825354814529419,0.976496696472168,0.9987480044364929
21,0.9434952735900879,9.999999747378752e-05,0.1678009033203125,0.9536489248275757,0.9354292750358582,0.9938828945159912,0.9803664684295654,0.061583541333675385,0.983505129814148,0.9772365093231201,0.9982927441596985
22,0.9449747204780579,9.999999747378752e-05,0.1641489863395691,0.9550211429595947,0.9360551834106445,0.9939824938774109,0.9815616011619568,0.05843332037329674,0.984485924243927,0.9786592125892639,0.9988049268722534
23,0.9441496729850769,9.999999747378752e-05,0.16428568959236145,0.9540905356407166,0.9356995224952698,0.9942670464515686,0.9788868427276611,0.0662112608551979,0.9817432761192322,0.9762121438980103,0.9982927441596985
24,0.9449320435523987,9.999999747378752e-05,0.162546306848526,0.9555649161338806,0.9364250898361206,0.9944092631340027,0.9793421626091003,0.06429371237754822,0.9828800559043884,0.9768950343132019,0.9981788992881775
25,0.945600688457489,9.999999747378752e-05,0.15896886587142944,0.9555459022521973,0.9375346899032593,0.9943097233772278,0.9808217883110046,0.0607733279466629,0.9835221171379089,0.97826087474823,0.9985203742980957
26,0.9468667507171631,9.999999747378752e-05,0.15433180332183838,0.9565708637237549,0.9390710592269897,0.9948218464851379,0.9801388382911682,0.06271809339523315,0.983226478099823,0.9774072170257568,0.9985203742980957
27,0.9472081661224365,9.999999747378752e-05,0.15728811919689178,0.9562548995018005,0.9397538900375366,0.9945515394210815,0.9807648658752441,0.059523407369852066,0.9843123555183411,0.9783746600151062,0.9988618493080139
28,0.9484742879867554,4.999999873689376e-05,0.15193714201450348,0.9575762152671814,0.9408208131790161,0.9947080016136169,0.9817323088645935,0.05703398585319519,0.9846013188362122,0.9788299798965454,0.9988049268722534
29,0.9491144418716431,4.999999873689376e-05,0.15129685401916504,0.958034873008728,0.9418166279792786,0.9945515394210815,0.9805372357368469,0.06027236208319664,0.9833447933197021,0.977748692035675,0.9988049268722534
