epoch,accuracy,learning_rate,loss,precision,recall,top3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top3_accuracy
14,0.9618892073631287,9.999999747378752e-05,0.113698810338974,0.967547595500946,0.9572657942771912,0.9969414472579956,0.9796835780143738,0.05795027315616608,0.9822163581848145,0.9775210618972778,0.9994308948516846
15,0.9634966850280762,9.999999747378752e-05,0.10752739757299423,0.9690020680427551,0.9587737321853638,0.997211754322052,0.9783746600151062,0.06065141037106514,0.9811255931854248,0.9762121438980103,0.9995447397232056
16,0.9629988074302673,9.999999747378752e-05,0.10740506649017334,0.9687158465385437,0.95853191614151,0.9976242780685425,0.9792852401733398,0.057132478803396225,0.9830547571182251,0.9772365093231201,0.9993171095848083
17,0.9640088081359863,9.999999747378752e-05,0.10619111359119415,0.9694015383720398,0.959072470664978,0.997140645980835,0.9793990254402161,0.060338713228702545,0.981984555721283,0.9771227240562439,0.9994878172874451
18,0.9665694832801819,4.999999873689376e-05,0.09897568076848984,0.9716810584068298,0.9620741009712219,0.9976242780685425,0.9805372357368469,0.05536790192127228,0.982733964920044,0.9782039523124695,0.9992601871490479
19,0.9660004377365112,4.999999873689376e-05,0.09725387394428253,0.9711036086082458,0.9618892073631287,0.9975104928016663,0.981789231300354,0.0522150881588459,0.9842839241027832,0.9801388382911682,0.9994308948516846
20,0.9672807455062866,4.999999873689376e-05,0.09502348303794861,0.9724971055984497,0.9632833003997803,0.9977238774299622,0.9823014140129089,0.05070023983716965,0.9836140275001526,0.9804233908653259,0.9995447397232056
21,0.9676079154014587,4.999999873689376e-05,0.09367326647043228,0.9725679159164429,0.9638239145278931,0.997681200504303,0.9823582768440247,0.04971364513039589,0.9843473434448242,0.9805940985679626,0.9994878172874451
22,0.9682196378707886,4.999999873689376e-05,0.09346285462379456,0.9726778268814087,0.9642648696899414,0.9977949857711792,0.9828704595565796,0.04949077218770981,0.9842385053634644,0.9808217883110046,0.9996016621589661
23,0.9685326218605042,4.999999873689376e-05,0.09376376122236252,0.9730808138847351,0.9647058844566345,0.9976385235786438,0.9836102724075317,0.04774663969874382,0.9854360818862915,0.9819030165672302,0.9994878172874451
24,0.9682907462120056,4.999999873689376e-05,0.0901736244559288,0.9725948572158813,0.964293360710144,0.9980652928352356,0.9813908338546753,0.052275627851486206,0.9832038283348083,0.9793990254402161,0.9994878172874451
25,0.9693292379379272,4.999999873689376e-05,0.08876754343509674,0.9739247560501099,0.9654456377029419,0.9981933236122131,0.9830980896949768,0.04755883663892746,0.985266387462616,0.9818460941314697,0.9994878172874451
26,0.9704957604408264,4.999999873689376e-05,0.08537537604570389,0.9749584197998047,0.9670389294624329,0.998335599899292,0.9825859069824219,0.04861345887184143,0.984404444694519,0.9806510210037231,0.9995447397232056
27,0.9706380367279053,4.999999873689376e-05,0.08499409258365631,0.9746596217155457,0.9673803448677063,0.9979799389839172,0.9829273819923401,0.04763166606426239,0.9848043322563171,0.9810494184494019,0.9994308948516846
28,0.9706664681434631,4.999999873689376e-05,0.08581516891717911,0.9744681119918823,0.9675368070602417,0.9980226159095764,0.9829273819923401,0.048995211720466614,0.9848086833953857,0.9813339114189148,0.9993740320205688
29,0.9699836373329163,4.999999873689376e-05,0.08796095848083496,0.9740479588508606,0.9664129614830017,0.9979799389839172,0.9841793775558472,0.046274155378341675,0.9857884645462036,0.9829273819923401,0.9995447397232056
30,0.9726865291595459,4.999999873689376e-05,0.08188486099243164,0.9764712452888489,0.9694145917892456,0.998335599899292,0.9828704595565796,0.047133710235357285,0.9845302104949951,0.9815046787261963,0.9996016621589661
31,0.9708656668663025,4.999999873689376e-05,0.08299710601568222,0.9748738408088684,0.9675652384757996,0.9982360005378723,0.9833826422691345,0.04591541737318039,0.985614001750946,0.9825290441513062,0.9995447397232056
32,0.9712639451026917,4.999999873689376e-05,0.08461901545524597,0.9750465750694275,0.9677644371986389,0.9982644319534302,0.9818460941314697,0.05080949142575264,0.983668327331543,0.9803096055984497,0.9993171095848083
33,0.9705953598022461,4.999999873689376e-05,0.08377333730459213,0.9744372367858887,0.9674230217933655,0.9982360005378723,0.9836671948432922,0.045653004199266434,0.9853822588920593,0.9820737242698669,0.9995447397232056
34,0.971818745136261,4.999999873689376e-05,0.08240504562854767,0.9755877256393433,0.9687317609786987,0.9982644319534302,0.9829273819923401,0.04800719767808914,0.9851445555686951,0.9812201261520386,0.9996016621589661
35,0.9719040989875793,4.999999873689376e-05,0.08028477430343628,0.9757593274116516,0.9688882827758789,0.9984778165817261,0.9844639301300049,0.04341397061944008,0.9860810041427612,0.9837241172790527,0.9996016621589661
