epoch,accuracy,learning_rate,loss,precision,recall,top3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top3_accuracy
30,0.9606800079345703,9.999999747378752e-05,0.11557920277118683,0.9670119285583496,0.956213116645813,0.996671199798584,0.9875938892364502,0.040644533932209015,0.9887557029724121,0.9858297109603882,0.9995447397232056
31,0.9624724388122559,9.999999747378752e-05,0.109344981610775,0.9681183099746704,0.9572657942771912,0.9971833229064941,0.9860004782676697,0.04473483934998512,0.9874386191368103,0.9841793775558472,0.9996016621589661
32,0.9624297618865967,9.999999747378752e-05,0.10901328176259995,0.9681759476661682,0.9581905007362366,0.9973113536834717,0.9853744506835938,0.04383430629968643,0.9868691563606262,0.9837241172790527,0.9996016621589661
33,0.9624581933021545,9.999999747378752e-05,0.10781583189964294,0.9676204919815063,0.9577921628952026,0.9973397850990295,0.9863988161087036,0.04053349047899246,0.9879064559936523,0.9855451583862305,0.9997154474258423
34,0.9640088081359863,9.999999747378752e-05,0.10446523129940033,0.9688630700111389,0.9601109623908997,0.9974393844604492,0.9869109988212585,0.039734043180942535,0.988021194934845,0.985715925693512,0.9997154474258423
35,0.9629988074302673,9.999999747378752e-05,0.10746495425701141,0.9683287739753723,0.9586172699928284,0.9974535703659058,0.9864557385444641,0.039657268673181534,0.9879614114761353,0.9854313731193542,0.9997154474258423
36,0.9639376997947693,9.999999747378752e-05,0.10442917048931122,0.9692128896713257,0.959726870059967,0.9973540306091309,0.9875938892364502,0.03752449154853821,0.9890466928482056,0.9866264462471008,0.9997723698616028
37,0.9644213914871216,9.999999747378752e-05,0.10285648703575134,0.9700825214385986,0.9599118232727051,0.9973824620246887,0.9875938892364502,0.03783976659178734,0.9888743162155151,0.9863418936729431,0.9996585249900818
38,0.9653176069259644,9.999999747378752e-05,0.09967608749866486,0.9702264070510864,0.9614481925964355,0.997681200504303,0.9878215193748474,0.03819121792912483,0.9887659549713135,0.9867402911186218,0.9997154474258423
39,0.9662138223648071,9.999999747378752e-05,0.09937497973442078,0.9708197116851807,0.9617184996604919,0.9975958466529846,0.9882767796516418,0.03584928810596466,0.9896765947341919,0.987480103969574,0.9996016621589661
40,0.9655594229698181,9.999999747378752e-05,0.10036381334066391,0.9699857831001282,0.961320161819458,0.9976385235786438,0.9885613322257996,0.03583526611328125,0.990011990070343,0.9871386289596558,0.9997154474258423
41,0.9665125608444214,9.999999747378752e-05,0.09850072115659714,0.9707097411155701,0.9627142548561096,0.9977096319198608,0.9884475469589233,0.03556933254003525,0.9895601868629456,0.9871386289596558,0.9997723698616028
